Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood
S00863,45,Female,High School,Machine Learning,337,4,86,6,68,Low,100,Kinesthetic,5,Yes
S00864,23,Male,Undergraduate,Python Basics,226,5,77,6,100,High,100,Kinesthetic,5,No
S00865,43,Female,Postgraduate,Machine Learning,215,5,72,3,47,Medium,81,Visual,4,Yes
S00866,28,Male,Postgraduate,Data Science,474,4,77,11,98,Low,100,Reading/Writing,5,Yes
S00867,36,Male,Undergraduate,Python Basics,278,4,78,2,65,High,100,Auditory,5,No
S00868,25,Male,Undergraduate,Python Basics,199,1,54,4,84,Low,90,Auditory,4,Yes
S00869,37,Male,High School,Machine Learning,264,4,70,5,83,Medium,100,Auditory,3,No
S00870,15,Female,Undergraduate,Python Basics,169,3,78,3,67,Medium,87,Kinesthetic,2,No
S00871,35,Male,Postgraduate,Machine Learning,443,5,71,4,79,Low,100,Auditory,4,Yes
S00872,40,Male,Undergraduate,Data Science,230,4,57,6,74,Low,85,Reading/Writing,4,Yes
S00873,37,Female,High School,Python Basics,352,1,66,4,82,Low,100,Reading/Writing,5,Yes
S00874,15,Male,High School,Machine Learning,435,4,62,8,100,Low,100,Visual,5,Yes
S00875,29,Male,High School,Python Basics,249,5,78,3,100,High,100,Auditory,5,No
S00876,35,Female,High School,Machine Learning,353,2,85,5,71,Medium,100,Kinesthetic,4,No
S00877,23,Female,High School,Machine Learning,196,4,78,8,87,Medium,100,Visual,5,No
S00878,23,Female,Undergraduate,Machine Learning,544,3,53,5,95,Medium,100,Reading/Writing,5,No
S00879,24,Male,High School,Data Science,393,5,74,2,75,High,100,Auditory,5,No
S00880,40,Female,High School,Python Basics,280,1,23,4,86,High,100,Reading/Writing,4,Yes
S00881,49,Female,Undergraduate,Data Science,222,5,68,4,100,High,89,Visual,4,No
S00882,39,Male,High School,Machine Learning,288,2,78,3,65,High,100,Reading/Writing,5,No
S00883,40,Male,High School,Machine Learning,266,1,68,5,88,Medium,100,Auditory,4,No
S00884,25,Male,Undergraduate,Data Science,495,2,65,8,66,Medium,100,Auditory,5,No
S00885,16,Male,High School,Data Science,177,2,95,7,75,Medium,84,Visual,4,No
S00886,21,Male,Undergraduate,Python Basics,313,3,40,3,71,Medium,100,Auditory,4,Yes
S00887,32,Female,High School,Machine Learning,298,4,45,8,86,Medium,91,Reading/Writing,4,Yes
S00888,41,Female,Undergraduate,Data Science,288,3,73,6,100,Medium,100,Reading/Writing,4,No
S00889,48,Female,Postgraduate,Machine Learning,289,3,79,5,73,High,100,Kinesthetic,5,No
S00890,41,Male,Undergraduate,Machine Learning,288,3,80,3,98,High,100,Kinesthetic,5,No
S00891,31,Male,Undergraduate,Python Basics,387,1,53,6,66,Medium,100,Kinesthetic,5,No
S00892,38,Male,Postgraduate,Python Basics,360,4,55,4,73,High,100,Reading/Writing,5,No
S00893,39,Female,Undergraduate,Python Basics,341,4,53,6,99,Medium,100,Reading/Writing,5,No
S00894,21,Female,High School,Data Science,50,1,66,5,95,Low,57,Visual,3,Yes
S00895,20,Male,Undergraduate,Machine Learning,329,3,51,9,73,Medium,100,Kinesthetic,5,No
S00896,38,Female,Postgraduate,Data Science,134,3,82,5,74,Medium,83,Reading/Writing,4,No
S00897,47,Male,Undergraduate,Data Science,364,2,63,4,88,Low,100,Visual,4,Yes
S00898,43,Female,High School,Python Basics,447,2,53,4,70,High,100,Reading/Writing,5,No
S00899,36,Female,Undergraduate,Machine Learning,207,5,59,7,73,Medium,93,Visual,5,No
S00900,40,Female,Postgraduate,Machine Learning,273,2,41,5,73,Medium,92,Kinesthetic,5,Yes
S00901,42,Male,High School,Python Basics,240,4,56,5,77,Low,92,Kinesthetic,4,Yes
S00902,35,Female,Undergraduate,Machine Learning,423,1,53,2,71,Low,100,Kinesthetic,5,Yes
S00903,21,Female,High School,Python Basics,309,3,72,7,57,High,97,Reading/Writing,4,Yes
S00904,31,Male,Undergraduate,Data Science,472,5,68,2,100,Medium,100,Reading/Writing,5,No
S00905,34,Female,High School,Data Science,341,2,51,7,92,High,100,Visual,5,No
S00906,34,Male,Undergraduate,Python Basics,324,5,51,3,78,High,100,Auditory,5,No
S00907,36,Male,Postgraduate,Data Science,306,1,58,6,69,Medium,100,Auditory,5,No
S00908,42,Male,Undergraduate,Data Science,381,1,31,7,96,Medium,100,Kinesthetic,5,Yes
S00909,21,Male,Undergraduate,Python Basics,126,5,65,4,88,High,74,Auditory,5,No
S00910,15,Male,Undergraduate,Data Science,308,5,86,6,73,High,97,Kinesthetic,5,No
S00911,46,Female,High School,Machine Learning,292,5,66,3,89,Medium,100,Visual,5,No
S00912,27,Male,Undergraduate,Data Science,372,3,68,6,83,High,100,Auditory,4,No
S00913,44,Male,High School,Python Basics,281,4,68,6,83,High,95,Auditory,5,No
S00914,37,Male,Undergraduate,Machine Learning,196,2,43,7,92,Medium,69,Kinesthetic,5,Yes
S00915,33,Male,High School,Machine Learning,300,2,90,7,91,Medium,100,Visual,4,No
S00916,46,Female,Undergraduate,Data Science,191,2,57,8,93,High,84,Auditory,5,No
S00917,44,Male,Postgraduate,Machine Learning,107,5,69,4,100,Medium,76,Auditory,2,No
S00918,43,Female,Postgraduate,Python Basics,372,5,60,3,89,Low,100,Auditory,5,Yes
S00919,43,Male,Undergraduate,Machine Learning,357,5,87,6,100,Medium,100,Visual,5,No
S00920,44,Female,High School,Data Science,346,3,44,3,97,Low,100,Visual,5,Yes
S00921,30,Male,Undergraduate,Data Science,430,3,85,6,79,Medium,100,Auditory,5,No
S00922,33,Male,Postgraduate,Machine Learning,233,3,61,4,58,High,76,Kinesthetic,5,Yes
S00923,32,Female,High School,Python Basics,156,3,57,5,98,Low,93,Kinesthetic,3,Yes
S00924,15,Male,Postgraduate,Python Basics,292,1,52,4,60,Medium,100,Auditory,5,No
S00925,28,Female,Undergraduate,Data Science,265,3,93,6,86,Medium,91,Visual,5,No
S00926,16,Male,Postgraduate,Data Science,215,3,41,6,89,Medium,88,Auditory,5,Yes
S00927,42,Female,Postgraduate,Python Basics,292,3,57,10,64,Medium,100,Visual,5,No
S00928,44,Male,Postgraduate,Machine Learning,238,2,44,5,69,Medium,100,Auditory,5,Yes
S00929,18,Male,Undergraduate,Machine Learning,116,2,36,3,62,Low,56,Visual,3,Yes
S00930,15,Female,High School,Machine Learning,255,2,83,7,100,Medium,100,Reading/Writing,5,No
S00931,22,Male,Undergraduate,Machine Learning,186,4,67,3,92,Medium,78,Kinesthetic,2,No
S00932,43,Male,Undergraduate,Python Basics,323,1,44,4,68,Medium,90,Reading/Writing,5,Yes
S00933,17,Male,High School,Data Science,234,5,82,4,60,High,93,Kinesthetic,5,No
S00934,46,Male,Undergraduate,Data Science,411,3,59,3,67,Medium,100,Visual,5,No
S00935,24,Male,Undergraduate,Machine Learning,460,2,54,10,70,Low,100,Reading/Writing,5,Yes
S00936,24,Male,Undergraduate,Python Basics,367,1,70,5,73,High,100,Kinesthetic,3,No
S00937,33,Female,Undergraduate,Python Basics,144,3,59,7,92,Medium,85,Auditory,3,No
S00938,48,Female,High School,Machine Learning,450,4,53,7,59,Medium,100,Visual,5,Yes
S00939,47,Female,Postgraduate,Machine Learning,457,5,80,5,99,Medium,100,Visual,5,No
S00940,37,Male,High School,Machine Learning,301,3,63,4,54,Medium,100,Auditory,4,Yes
S00941,42,Female,Undergraduate,Data Science,432,5,81,6,81,High,100,Auditory,5,No
S00942,46,Male,Undergraduate,Machine Learning,244,3,59,4,70,High,91,Kinesthetic,4,No
S00943,21,Male,Postgraduate,Data Science,113,4,83,3,98,Medium,61,Visual,1,No
S00944,43,Male,High School,Python Basics,223,1,62,5,100,Medium,85,Kinesthetic,4,No
S00945,22,Male,Undergraduate,Python Basics,472,5,85,5,95,Medium,100,Auditory,5,No
S00946,15,Female,Undergraduate,Data Science,150,5,85,3,90,High,90,Visual,5,No
S00947,17,Male,High School,Data Science,299,1,80,5,78,High,100,Auditory,5,No
S00948,38,Female,Undergraduate,Data Science,303,5,71,4,100,Low,100,Kinesthetic,5,Yes
S00949,37,Male,Postgraduate,Data Science,248,2,69,8,66,Low,100,Kinesthetic,5,Yes
S00950,22,Female,Postgraduate,Machine Learning,255,1,58,1,87,Medium,99,Kinesthetic,5,No
S00951,17,Female,High School,Python Basics,307,4,54,4,96,Low,100,Visual,4,Yes
S00952,47,Female,High School,Machine Learning,243,3,96,4,98,Medium,100,Auditory,5,No
S00953,42,Female,Undergraduate,Data Science,157,3,54,4,88,Low,67,Auditory,4,Yes
S00954,22,Female,Undergraduate,Machine Learning,321,1,75,7,90,Medium,100,Kinesthetic,5,No
S00955,48,Female,High School,Machine Learning,407,2,74,2,95,High,100,Kinesthetic,5,No
S00956,49,Male,High School,Python Basics,386,4,70,1,80,High,100,Kinesthetic,5,No
S00957,46,Female,Postgraduate,Machine Learning,219,3,63,5,100,Medium,79,Kinesthetic,4,No
S00958,38,Male,Postgraduate,Python Basics,174,3,63,7,100,Medium,94,Reading/Writing,5,No
S00959,28,Female,High School,Data Science,271,2,54,4,52,High,100,Reading/Writing,4,Yes
S00960,46,Male,Undergraduate,Machine Learning,456,5,71,7,76,Low,100,Reading/Writing,5,Yes
S00961,30,Female,Undergraduate,Data Science,364,1,44,11,62,Medium,93,Kinesthetic,4,Yes
S00962,18,Female,High School,Python Basics,370,2,75,3,72,Medium,100,Kinesthetic,5,No
S00963,35,Male,Undergraduate,Data Science,388,2,60,4,82,Medium,100,Auditory,5,No
S00964,28,Female,Undergraduate,Data Science,342,2,49,3,86,Medium,95,Visual,4,Yes
S00965,45,Female,Postgraduate,Python Basics,312,2,44,5,76,Low,100,Auditory,4,Yes
S00966,32,Female,Undergraduate,Data Science,366,5,68,3,91,Medium,100,Reading/Writing,5,No
S00967,21,Male,Undergraduate,Data Science,245,4,66,9,70,Medium,100,Auditory,5,No
S00968,24,Female,Undergraduate,Data Science,158,2,56,6,74,Medium,98,Kinesthetic,4,No
S00969,21,Male,High School,Machine Learning,372,2,71,6,91,Low,100,Reading/Writing,5,Yes
S00970,47,Female,Undergraduate,Data Science,423,1,67,6,76,High,100,Reading/Writing,3,No
S00971,37,Female,Undergraduate,Python Basics,188,3,66,9,62,Medium,82,Visual,4,No
S00972,35,Male,High School,Machine Learning,382,5,56,6,100,Medium,100,Visual,5,No
S00973,33,Female,High School,Machine Learning,468,2,52,10,94,Medium,100,Reading/Writing,4,No
S00974,33,Female,High School,Python Basics,299,4,47,8,82,Medium,100,Reading/Writing,5,Yes
S00975,43,Male,Postgraduate,Data Science,218,4,65,3,94,Low,89,Auditory,3,Yes
S00976,32,Female,High School,Machine Learning,312,4,76,7,88,High,100,Reading/Writing,5,No
S00977,16,Male,High School,Machine Learning,244,1,43,0,55,Low,74,Kinesthetic,4,Yes
S00978,15,Male,Undergraduate,Machine Learning,238,4,59,2,83,Low,98,Auditory,5,Yes
S00979,19,Male,Undergraduate,Data Science,343,1,61,3,70,High,100,Kinesthetic,5,No
S00980,34,Female,High School,Machine Learning,139,5,78,6,84,Medium,85,Kinesthetic,2,No
S00981,25,Male,Postgraduate,Python Basics,155,4,45,5,85,Medium,79,Kinesthetic,3,Yes
S00982,16,Male,Postgraduate,Data Science,301,3,99,6,99,Medium,100,Reading/Writing,5,No
S00983,17,Female,Undergraduate,Python Basics,297,2,75,3,67,Medium,92,Visual,5,No
S00984,37,Male,Undergraduate,Python Basics,334,5,61,6,66,High,100,Visual,5,No
S00985,26,Female,High School,Machine Learning,487,3,49,4,72,Medium,100,Kinesthetic,5,Yes
S00986,34,Female,Undergraduate,Machine Learning,310,5,74,5,100,Medium,100,Reading/Writing,4,No
S00987,19,Female,Undergraduate,Machine Learning,359,4,75,7,77,High,100,Auditory,4,No
S00988,44,Female,High School,Python Basics,202,5,55,8,88,Medium,100,Kinesthetic,5,No
S00989,23,Male,High School,Data Science,376,5,53,5,79,Medium,100,Auditory,4,No
S00990,48,Male,Undergraduate,Machine Learning,247,5,56,4,74,Medium,81,Auditory,2,No
S00991,49,Male,High School,Machine Learning,307,1,62,8,83,Medium,100,Reading/Writing,5,No
S00992,36,Male,Postgraduate,Python Basics,289,3,67,7,93,High,100,Reading/Writing,4,No
S00993,38,Male,High School,Data Science,403,4,100,2,95,High,100,Visual,3,No
S00994,31,Female,Undergraduate,Python Basics,169,2,31,3,59,Low,57,Visual,4,Yes
S00995,24,Male,Undergraduate,Machine Learning,71,4,57,7,85,Low,62,Reading/Writing,4,Yes
S00996,44,Male,Undergraduate,Python Basics,278,4,60,4,100,Low,100,Kinesthetic,5,Yes
S00997,37,Male,Undergraduate,Machine Learning,346,1,69,6,86,Medium,100,Visual,5,No
S00998,46,Female,Undergraduate,Data Science,315,1,69,8,98,Low,100,Auditory,5,Yes
S00999,31,Female,Postgraduate,Python Basics,423,5,67,4,100,Medium,100,Kinesthetic,5,No
S01000,31,Male,Undergraduate,Machine Learning,343,4,90,2,86,High,100,Auditory,4,No
S01001,28,Female,Undergraduate,Machine Learning,243,3,49,8,78,High,100,Reading/Writing,4,Yes
S01002,23,Male,Undergraduate,Machine Learning,67,1,51,9,86,Medium,52,Auditory,4,No
S01003,16,Male,Undergraduate,Machine Learning,276,1,42,2,98,Medium,100,Kinesthetic,5,Yes
S01004,39,Female,Undergraduate,Python Basics,402,3,63,2,78,Medium,100,Reading/Writing,5,No
S01005,23,Female,Postgraduate,Machine Learning,260,1,57,6,63,High,82,Kinesthetic,2,No
S01006,36,Male,High School,Python Basics,302,3,77,3,88,High,100,Auditory,4,No
S01007,18,Male,Undergraduate,Machine Learning,342,2,91,8,98,High,100,Kinesthetic,5,No
S01008,40,Female,Undergraduate,Python Basics,198,3,88,4,89,Medium,88,Reading/Writing,4,No
S01009,43,Male,Undergraduate,Python Basics,362,2,45,4,86,Medium,100,Auditory,4,Yes
S01010,48,Female,Postgraduate,Machine Learning,463,5,70,8,81,Low,100,Auditory,5,Yes
S01011,37,Male,Postgraduate,Machine Learning,282,5,81,5,79,Medium,100,Visual,5,No
S01012,25,Female,Undergraduate,Machine Learning,187,1,72,2,100,Medium,92,Visual,5,No
S01013,20,Male,High School,Machine Learning,293,3,100,6,58,Medium,100,Kinesthetic,5,Yes
S01014,32,Male,High School,Data Science,77,1,58,3,82,Medium,77,Visual,4,No
S01015,35,Female,Undergraduate,Machine Learning,333,3,67,10,66,Medium,100,Visual,5,No
S01016,48,Male,Postgraduate,Machine Learning,345,1,95,6,84,Low,100,Visual,4,Yes
S01017,31,Male,High School,Machine Learning,467,5,76,5,86,Low,100,Visual,5,Yes
S01018,39,Female,High School,Python Basics,280,5,61,6,88,Low,100,Reading/Writing,5,Yes
S01019,26,Male,High School,Machine Learning,340,1,47,3,81,Low,100,Reading/Writing,5,Yes
S01020,37,Male,Postgraduate,Python Basics,213,3,69,10,100,Low,91,Visual,3,Yes
S01021,36,Male,Undergraduate,Python Basics,264,4,83,2,84,Medium,100,Kinesthetic,5,No
S01022,35,Female,Undergraduate,Python Basics,147,3,81,2,67,Medium,57,Reading/Writing,3,No
S01023,41,Female,Undergraduate,Python Basics,280,1,48,4,95,High,100,Visual,5,Yes
S01024,45,Female,Postgraduate,Data Science,269,3,67,6,86,Medium,100,Reading/Writing,3,No
S01025,20,Male,Undergraduate,Machine Learning,329,2,57,4,66,Low,100,Auditory,5,Yes
S01026,41,Male,Undergraduate,Python Basics,237,3,63,2,92,Medium,100,Reading/Writing,5,No
S01027,48,Male,High School,Machine Learning,308,5,83,7,74,High,100,Reading/Writing,5,No
S01028,26,Male,Undergraduate,Python Basics,266,5,69,5,95,Medium,100,Kinesthetic,5,No
S01029,21,Female,Undergraduate,Data Science,266,2,73,9,63,Medium,100,Reading/Writing,5,No
S01030,24,Male,Postgraduate,Python Basics,308,3,76,5,80,Medium,100,Kinesthetic,4,No
S01031,31,Male,High School,Machine Learning,304,4,58,8,87,High,100,Auditory,5,No
S01032,40,Male,High School,Machine Learning,376,3,84,9,67,High,100,Visual,5,No
S01033,35,Female,High School,Data Science,287,5,53,7,88,Medium,100,Kinesthetic,5,No
S01034,42,Male,Undergraduate,Machine Learning,265,5,51,3,95,High,100,Reading/Writing,5,No
S01035,16,Male,Postgraduate,Machine Learning,281,1,54,5,77,High,100,Reading/Writing,5,No
S01036,15,Male,High School,Python Basics,228,5,55,5,86,Medium,83,Kinesthetic,4,No
S01037,40,Male,Undergraduate,Machine Learning,264,1,71,4,70,Medium,100,Auditory,5,No
S01038,43,Male,Undergraduate,Python Basics,503,5,100,4,100,Medium,100,Visual,3,No
S01039,35,Female,High School,Data Science,208,5,86,4,83,High,87,Reading/Writing,5,No
S01040,25,Male,Undergraduate,Machine Learning,272,4,55,5,85,Low,100,Auditory,4,Yes
S01041,25,Male,High School,Python Basics,261,1,47,11,75,High,88,Visual,5,Yes
S01042,49,Male,Undergraduate,Machine Learning,275,1,76,4,72,Low,100,Visual,5,Yes
S01043,48,Male,Undergraduate,Python Basics,266,5,52,4,94,Medium,100,Reading/Writing,4,No
S01044,38,Male,Undergraduate,Data Science,327,1,47,4,43,High,77,Kinesthetic,5,Yes
S01045,36,Male,High School,Python Basics,128,5,75,4,55,Medium,72,Reading/Writing,2,Yes
S01046,19,Male,Postgraduate,Machine Learning,403,5,61,5,85,Medium,100,Reading/Writing,4,No
S01047,47,Male,Undergraduate,Python Basics,363,3,67,2,76,Low,100,Reading/Writing,5,Yes
S01048,34,Male,Undergraduate,Machine Learning,175,1,57,6,93,Medium,85,Auditory,4,No
S01049,33,Male,High School,Data Science,73,2,63,12,73,Low,55,Kinesthetic,2,Yes
S01050,49,Female,High School,Python Basics,202,1,75,6,57,Medium,77,Auditory,4,Yes
S01051,31,Female,High School,Machine Learning,275,1,71,6,81,Medium,84,Reading/Writing,5,No
S01052,48,Female,High School,Machine Learning,558,4,81,7,79,High,100,Kinesthetic,5,No
S01053,23,Female,Undergraduate,Machine Learning,354,2,73,6,66,High,100,Visual,4,No
S01054,40,Male,Postgraduate,Python Basics,119,2,74,6,94,Low,79,Kinesthetic,3,Yes
S01055,16,Female,Undergraduate,Python Basics,231,4,67,4,87,High,100,Reading/Writing,5,No
S01056,23,Female,High School,Python Basics,294,4,46,7,64,Low,100,Kinesthetic,4,Yes
S01057,23,Male,Undergraduate,Data Science,325,1,60,4,58,Low,100,Visual,4,Yes
S01058,31,Female,High School,Machine Learning,168,3,70,6,87,Low,87,Visual,3,Yes
S01059,15,Female,Undergraduate,Machine Learning,286,4,69,4,67,High,100,Kinesthetic,5,No
S01060,39,Male,Undergraduate,Data Science,228,2,70,4,67,High,85,Visual,5,No
S01061,39,Male,Undergraduate,Data Science,189,2,94,7,82,Low,100,Auditory,5,Yes
S01062,49,Male,Postgraduate,Python Basics,325,1,54,2,81,Low,100,Kinesthetic,5,Yes
S01063,17,Female,High School,Python Basics,377,3,59,2,88,Medium,100,Visual,4,No
S01064,44,Female,Undergraduate,Python Basics,384,5,88,10,99,Medium,100,Visual,4,No
S01065,48,Male,Postgraduate,Python Basics,357,4,69,6,74,Medium,100,Kinesthetic,5,No
S01066,26,Male,Undergraduate,Python Basics,250,4,74,4,91,Medium,100,Auditory,5,No
S01067,33,Female,Undergraduate,Python Basics,371,1,53,4,77,High,100,Kinesthetic,5,No
S01068,31,Male,Postgraduate,Data Science,330,3,55,3,98,Medium,100,Visual,5,No
S01069,24,Female,High School,Data Science,313,2,45,2,66,High,72,Kinesthetic,5,Yes
S01070,26,Male,Postgraduate,Data Science,238,2,66,2,89,Medium,94,Visual,5,No
S01071,30,Male,High School,Machine Learning,250,5,55,6,68,Medium,73,Reading/Writing,4,No
S01072,38,Female,Undergraduate,Machine Learning,307,2,47,3,66,High,96,Kinesthetic,5,Yes
S01073,33,Male,Postgraduate,Python Basics,543,4,77,3,75,High,100,Kinesthetic,5,No
S01074,22,Male,High School,Data Science,330,5,60,0,49,Medium,100,Visual,4,Yes
S01075,45,Male,Undergraduate,Machine Learning,238,3,47,7,94,Medium,92,Visual,5,Yes
S01076,35,Female,Undergraduate,Machine Learning,216,5,50,4,66,High,93,Visual,2,No
S01077,31,Male,Postgraduate,Data Science,250,3,79,5,75,Low,100,Visual,4,Yes
S01078,37,Male,Postgraduate,Machine Learning,517,2,62,3,66,Low,100,Kinesthetic,4,Yes
S01079,30,Male,Undergraduate,Machine Learning,260,1,56,4,94,Medium,87,Visual,3,No
S01080,20,Male,Undergraduate,Data Science,390,5,72,5,86,High,100,Kinesthetic,5,No
S01081,22,Male,Postgraduate,Machine Learning,262,5,71,3,90,High,100,Auditory,5,No
S01082,39,Male,Undergraduate,Data Science,326,4,60,3,83,High,100,Kinesthetic,5,No
S01083,32,Female,Undergraduate,Machine Learning,379,4,62,4,83,Medium,100,Visual,4,No
S01084,39,Female,Undergraduate,Data Science,242,3,76,5,87,Low,93,Visual,5,Yes
S01085,26,Male,Undergraduate,Machine Learning,235,1,74,5,96,Medium,100,Auditory,5,No
S01086,29,Female,High School,Machine Learning,465,4,55,2,63,High,100,Kinesthetic,4,No
S01087,40,Female,High School,Data Science,398,4,87,4,75,Low,100,Auditory,4,Yes
S01088,40,Male,High School,Machine Learning,379,2,94,6,68,Low,100,Kinesthetic,4,Yes
S01089,46,Female,Postgraduate,Data Science,378,2,59,6,89,Low,100,Visual,5,Yes
S01090,24,Female,Undergraduate,Data Science,345,4,63,10,87,Medium,100,Kinesthetic,4,No
S01091,30,Female,Undergraduate,Machine Learning,501,3,52,3,90,High,100,Visual,5,No
S01092,21,Female,Undergraduate,Python Basics,304,1,51,6,41,Medium,100,Visual,5,Yes
S01093,31,Female,High School,Machine Learning,357,4,72,5,75,High,100,Reading/Writing,3,No
S01094,37,Female,Undergraduate,Python Basics,154,3,100,5,49,Low,70,Reading/Writing,2,Yes
S01095,40,Female,Undergraduate,Python Basics,217,3,76,5,100,High,94,Kinesthetic,5,No
S01096,35,Female,Undergraduate,Machine Learning,179,4,63,1,83,High,79,Visual,4,No
S01097,36,Male,Postgraduate,Python Basics,427,3,59,9,68,Medium,100,Auditory,5,No
S01098,21,Male,Undergraduate,Data Science,50,5,60,6,79,High,54,Visual,2,No
S01099,28,Female,Undergraduate,Data Science,259,3,81,2,82,Medium,97,Auditory,5,No
S01100,29,Female,Undergraduate,Python Basics,50,4,64,2,100,High,62,Kinesthetic,3,No
S01101,21,Male,Postgraduate,Data Science,216,3,72,10,79,High,81,Kinesthetic,5,No
S01102,23,Female,Undergraduate,Machine Learning,250,4,64,6,84,High,99,Auditory,5,No
S01103,22,Female,High School,Data Science,438,2,95,4,75,Medium,100,Auditory,5,No
S01104,37,Male,Undergraduate,Python Basics,339,4,59,3,100,Low,100,Visual,4,Yes
S01105,43,Male,Undergraduate,Machine Learning,216,3,55,7,100,Medium,87,Kinesthetic,4,No
